timestamp,hostname,pid,service,ip,port,username,auth_method,protocol,event_type,detailed_label,raw_message
2025-10-18 08:23:51+07:00,TDC-250818413,748543,sshd,45.159.112.142,52314,,unknown,,info,disconnect,Received disconnect from 45.159.112.142 port 52314:11: Bye Bye [preauth]
2025-10-18 08:23:51+07:00,TDC-250818413,748543,sshd,45.159.112.142,52314,user,unknown,,fail,invalid_user,Disconnected from invalid user user 45.159.112.142 port 52314 [preauth]
2025-10-18 08:24:05+07:00,TDC-250818413,748545,sshd,49.248.175.215,43762,test,unknown,,fail,invalid_user,Invalid user test from 49.248.175.215 port 43762
2025-10-18 08:24:05+07:00,TDC-250818413,748545,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:24:05+07:00,TDC-250818413,748545,sshd,49.248.175.215,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=49.248.175.215
2025-10-18 08:24:07+07:00,TDC-250818413,748545,sshd,49.248.175.215,43762,,unknown,,info,disconnect,Received disconnect from 49.248.175.215 port 43762:11: Bye Bye [preauth]
2025-10-18 08:24:07+07:00,TDC-250818413,748545,sshd,49.248.175.215,43762,test,unknown,,fail,invalid_user,Disconnected from invalid user test 49.248.175.215 port 43762 [preauth]
2025-10-18 08:24:07+07:00,TDC-250818413,748545,sshd,49.248.175.215,43762,test,password,ssh2,fail,wrong_password,Failed password for invalid user test from 49.248.175.215 port 43762 ssh2
2025-10-18 08:24:23+07:00,TDC-250818413,748547,sshd,192.145.169.91,,root,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.145.169.91  user=root
2025-10-18 08:24:25+07:00,TDC-250818413,748547,sshd,192.145.169.91,57558,root,password,ssh2,fail,wrong_password,Failed password for root from 192.145.169.91 port 57558 ssh2
2025-10-18 08:24:27+07:00,TDC-250818413,748547,sshd,192.145.169.91,57558,,unknown,,info,disconnect,Received disconnect from 192.145.169.91 port 57558:11: Bye Bye [preauth]
2025-10-18 08:24:27+07:00,TDC-250818413,748547,sshd,192.145.169.91,57558,,unknown,,info,disconnect,Disconnected from authenticating user root 192.145.169.91 port 57558 [preauth]
2025-10-18 08:24:38+07:00,TDC-250818413,748549,sshd,192.145.169.91,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.145.169.91
2025-10-18 08:24:38+07:00,TDC-250818413,748549,sshd,192.145.169.91,40646,admin,unknown,,fail,invalid_user,Invalid user admin from 192.145.169.91 port 40646
2025-10-18 08:24:38+07:00,TDC-250818413,748549,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:24:40+07:00,TDC-250818413,748551,sshd,190.129.122.185,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=190.129.122.185
2025-10-18 08:24:40+07:00,TDC-250818413,748549,sshd,192.145.169.91,40646,admin,password,ssh2,fail,wrong_password,Failed password for invalid user admin from 192.145.169.91 port 40646 ssh2
2025-10-18 08:24:40+07:00,TDC-250818413,748551,sshd,190.129.122.185,37332,nexus,unknown,,fail,invalid_user,Invalid user nexus from 190.129.122.185 port 37332
2025-10-18 08:24:40+07:00,TDC-250818413,748551,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:24:41+07:00,TDC-250818413,748553,sshd,185.169.6.22,,root,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.169.6.22  user=root
2025-10-18 08:24:41+07:00,TDC-250818413,748555,sshd,49.248.175.215,45934,ubnt,unknown,,fail,invalid_user,Invalid user ubnt from 49.248.175.215 port 45934
2025-10-18 08:24:41+07:00,TDC-250818413,748555,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:24:41+07:00,TDC-250818413,748555,sshd,49.248.175.215,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=49.248.175.215
2025-10-18 08:24:41+07:00,TDC-250818413,748551,sshd,190.129.122.185,37332,nexus,password,ssh2,fail,wrong_password,Failed password for invalid user nexus from 190.129.122.185 port 37332 ssh2
2025-10-18 08:24:42+07:00,TDC-250818413,748551,sshd,190.129.122.185,37332,,unknown,,info,disconnect,Received disconnect from 190.129.122.185 port 37332:11: Bye Bye [preauth]
2025-10-18 08:24:42+07:00,TDC-250818413,748551,sshd,190.129.122.185,37332,nexus,unknown,,fail,invalid_user,Disconnected from invalid user nexus 190.129.122.185 port 37332 [preauth]
2025-10-18 08:24:43+07:00,TDC-250818413,748555,sshd,49.248.175.215,45934,ubnt,unknown,,fail,invalid_user,Disconnected from invalid user ubnt 49.248.175.215 port 45934 [preauth]
2025-10-18 08:24:43+07:00,TDC-250818413,748555,sshd,49.248.175.215,45934,,unknown,,info,disconnect,Received disconnect from 49.248.175.215 port 45934:11: Bye Bye [preauth]
2025-10-18 08:24:43+07:00,TDC-250818413,748553,sshd,185.169.6.22,38690,,unknown,,info,disconnect,Disconnected from authenticating user root 185.169.6.22 port 38690 [preauth]
2025-10-18 08:24:43+07:00,TDC-250818413,748553,sshd,185.169.6.22,38690,,unknown,,info,disconnect,Received disconnect from 185.169.6.22 port 38690:11: Bye Bye [preauth]
2025-10-18 08:24:43+07:00,TDC-250818413,748549,sshd,192.145.169.91,40646,,unknown,,info,disconnect,Received disconnect from 192.145.169.91 port 40646:11: Bye Bye [preauth]
2025-10-18 08:24:43+07:00,TDC-250818413,748549,sshd,192.145.169.91,40646,admin,unknown,,fail,invalid_user,Disconnected from invalid user admin 192.145.169.91 port 40646 [preauth]
2025-10-18 08:24:43+07:00,TDC-250818413,748553,sshd,185.169.6.22,38690,root,password,ssh2,fail,wrong_password,Failed password for root from 185.169.6.22 port 38690 ssh2
2025-10-18 08:24:43+07:00,TDC-250818413,748555,sshd,49.248.175.215,45934,ubnt,password,ssh2,fail,wrong_password,Failed password for invalid user ubnt from 49.248.175.215 port 45934 ssh2
2025-10-18 08:24:52+07:00,TDC-250818413,748557,sshd,49.248.175.215,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=49.248.175.215
2025-10-18 08:24:52+07:00,TDC-250818413,748557,sshd,49.248.175.215,36866,test,unknown,,fail,invalid_user,Invalid user test from 49.248.175.215 port 36866
2025-10-18 08:24:52+07:00,TDC-250818413,748557,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:24:54+07:00,TDC-250818413,748557,sshd,49.248.175.215,36866,test,unknown,,fail,invalid_user,Disconnected from invalid user test 49.248.175.215 port 36866 [preauth]
2025-10-18 08:24:54+07:00,TDC-250818413,748557,sshd,49.248.175.215,36866,,unknown,,info,disconnect,Received disconnect from 49.248.175.215 port 36866:11: Bye Bye [preauth]
2025-10-18 08:24:54+07:00,TDC-250818413,748557,sshd,49.248.175.215,36866,test,password,ssh2,fail,wrong_password,Failed password for invalid user test from 49.248.175.215 port 36866 ssh2
2025-10-18 08:25:12+07:00,TDC-250818413,748562,sshd,45.159.112.142,40618,admin,unknown,,fail,invalid_user,Invalid user admin from 45.159.112.142 port 40618
2025-10-18 08:25:12+07:00,TDC-250818413,748562,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:25:12+07:00,TDC-250818413,748562,sshd,45.159.112.142,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.159.112.142
2025-10-18 08:25:14+07:00,TDC-250818413,748562,sshd,45.159.112.142,40618,admin,password,ssh2,fail,wrong_password,Failed password for invalid user admin from 45.159.112.142 port 40618 ssh2
2025-10-18 08:25:15+07:00,TDC-250818413,748562,sshd,45.159.112.142,40618,,unknown,,info,disconnect,Received disconnect from 45.159.112.142 port 40618:11: Bye Bye [preauth]
2025-10-18 08:25:15+07:00,TDC-250818413,748562,sshd,45.159.112.142,40618,admin,unknown,,fail,invalid_user,Disconnected from invalid user admin 45.159.112.142 port 40618 [preauth]
2025-10-18 08:25:20+07:00,TDC-250818413,748564,sshd,185.169.6.22,,root,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=185.169.6.22  user=root
2025-10-18 08:25:22+07:00,TDC-250818413,748564,sshd,185.169.6.22,43456,root,password,ssh2,fail,wrong_password,Failed password for root from 185.169.6.22 port 43456 ssh2
2025-10-18 08:25:24+07:00,TDC-250818413,748564,sshd,185.169.6.22,43456,,unknown,,info,disconnect,Received disconnect from 185.169.6.22 port 43456:11: Bye Bye [preauth]
2025-10-18 08:25:24+07:00,TDC-250818413,748564,sshd,185.169.6.22,43456,,unknown,,info,disconnect,Disconnected from authenticating user root 185.169.6.22 port 43456 [preauth]
2025-10-18 08:25:37+07:00,TDC-250818413,748566,sshd,49.248.175.215,45494,test,unknown,,fail,invalid_user,Invalid user test from 49.248.175.215 port 45494
2025-10-18 08:25:37+07:00,TDC-250818413,748566,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:25:37+07:00,TDC-250818413,748566,sshd,49.248.175.215,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=49.248.175.215
2025-10-18 08:25:39+07:00,TDC-250818413,748566,sshd,49.248.175.215,45494,test,password,ssh2,fail,wrong_password,Failed password for invalid user test from 49.248.175.215 port 45494 ssh2
2025-10-18 08:25:40+07:00,TDC-250818413,748570,sshd,,,unknown,unknown,,fail,check_pass_unknown,pam_unix(sshd:auth): check pass; user unknown
2025-10-18 08:25:40+07:00,TDC-250818413,748566,sshd,49.248.175.215,45494,test,unknown,,fail,invalid_user,Disconnected from invalid user test 49.248.175.215 port 45494 [preauth]
2025-10-18 08:25:40+07:00,TDC-250818413,748570,sshd,49.248.175.215,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=49.248.175.215
2025-10-18 08:25:40+07:00,TDC-250818413,748570,sshd,49.248.175.215,45498,ubnt,unknown,,fail,invalid_user,Invalid user ubnt from 49.248.175.215 port 45498
2025-10-18 08:25:40+07:00,TDC-250818413,748566,sshd,49.248.175.215,45494,,unknown,,info,disconnect,Received disconnect from 49.248.175.215 port 45494:11: Bye Bye [preauth]
2025-10-18 08:25:41+07:00,TDC-250818413,748568,sshd,192.145.169.91,,root,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.145.169.91  user=root
2025-10-18 08:25:42+07:00,TDC-250818413,748570,sshd,49.248.175.215,45498,ubnt,password,ssh2,fail,wrong_password,Failed password for invalid user ubnt from 49.248.175.215 port 45498 ssh2
2025-10-18 08:25:43+07:00,TDC-250818413,748570,sshd,49.248.175.215,45498,,unknown,,info,disconnect,Received disconnect from 49.248.175.215 port 45498:11: Bye Bye [preauth]
2025-10-18 08:25:43+07:00,TDC-250818413,748570,sshd,49.248.175.215,45498,ubnt,unknown,,fail,invalid_user,Disconnected from invalid user ubnt 49.248.175.215 port 45498 [preauth]
2025-10-18 08:25:43+07:00,TDC-250818413,748568,sshd,192.145.169.91,41938,root,password,ssh2,fail,wrong_password,Failed password for root from 192.145.169.91 port 41938 ssh2
2025-10-18 08:25:43+07:00,TDC-250818413,748568,sshd,192.145.169.91,41938,,unknown,,info,disconnect,Received disconnect from 192.145.169.91 port 41938:11: Bye Bye [preauth]
2025-10-18 08:25:43+07:00,TDC-250818413,748568,sshd,192.145.169.91,41938,,unknown,,info,disconnect,Disconnected from authenticating user root 192.145.169.91 port 41938 [preauth]
2025-10-18 08:25:55+07:00,TDC-250818413,748572,sshd,192.145.169.91,,,unknown,,fail,auth_failure_pam,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.145.169.91
